2019-07-08 15:43:19.135237	999992	0
2019-07-08 15:43:19.254798	1880034	0
2019-07-08 15:43:19.376900	3760077	0
2019-07-08 15:43:19.499168	5640120	0
2019-07-08 15:43:19.621415	7520163	0
2019-07-08 15:43:19.744095	9400206	0
2019-07-08 15:43:19.866802	11280249	0
2019-07-08 15:43:19.989278	13160292	0
2019-07-08 15:43:20.112266	15040335	0
2019-07-08 15:43:20.233916	16920378	0
2019-07-08 15:43:20.356336	18800421	0
2019-07-08 15:43:20.479207	20680464	0
2019-07-08 15:43:20.602158	22560507	0
2019-07-08 15:43:20.723794	24440550	0
2019-07-08 15:43:20.846226	26320593	0
2019-07-08 15:43:20.969271	28200636	0
2019-07-08 15:43:21.091221	30080679	0
2019-07-08 15:43:21.217127	31960722	0
2019-07-08 15:43:21.336186	33840765	0
2019-07-08 15:43:21.458430	35720808	0
2019-07-08 15:43:21.581187	37600851	0
2019-07-08 15:43:21.703650	39480894	0
2019-07-08 15:43:21.827670	41360937	0
2019-07-08 15:43:21.948514	43240980	0
2019-07-08 15:43:22.073863	45121023	0
2019-07-08 15:43:22.193435	47001066	0
2019-07-08 15:43:22.316320	48881109	0
2019-07-08 15:43:22.438252	50761152	0
2019-07-08 15:43:22.560625	52641195	0
2019-07-08 15:43:22.683360	54521238	0
2019-07-08 15:43:22.805509	56401281	0
2019-07-08 15:43:22.928162	58281324	0
2019-07-08 15:43:23.056599	60161367	0
2019-07-08 15:43:23.173315	62041410	0
2019-07-08 15:43:23.295493	63921453	0
2019-07-08 15:43:23.418133	65801496	0
2019-07-08 15:43:23.540589	67681539	0
2019-07-08 15:43:23.662888	69561582	0
2019-07-08 15:43:23.785524	71441625	0
2019-07-08 15:43:23.907711	73321668	0
2019-07-08 15:43:24.035663	75201711	0
2019-07-08 15:43:24.152655	77081754	0
2019-07-08 15:43:24.275113	78961797	0
2019-07-08 15:43:24.397595	80841840	0
2019-07-08 15:43:24.521968	82721883	0
2019-07-08 15:43:24.642461	84601926	0
2019-07-08 15:43:24.765140	86481969	0
2019-07-08 15:43:24.887640	88362012	0
2019-07-08 15:43:25.010272	90242055	0
2019-07-08 15:43:25.132362	92122098	0
2019-07-08 15:43:25.254877	94002141	0
2019-07-08 15:43:25.377541	95882184	0
2019-07-08 15:43:25.499788	97762227	0
2019-07-08 15:43:25.622441	99642270	0
2019-07-08 15:47:11.496727	99999992	0
2019-07-08 15:47:11.504685	153589	0
2019-07-08 15:47:11.515544	307188	0
2019-07-08 15:47:11.524779	460787	0
2019-07-08 15:47:11.535251	614386	0
2019-07-08 15:47:11.545195	767985	0
2019-07-08 15:47:11.555026	921584	0
2019-07-08 15:47:11.565916	1075183	0
2019-07-08 15:47:11.574952	1228782	0
2019-07-08 15:47:11.584849	1382381	0
2019-07-08 15:47:11.594817	1535980	0
2019-07-08 15:47:11.607228	1689579	0
2019-07-08 15:47:11.615174	1843178	0
2019-07-08 15:47:11.625251	1996777	0
2019-07-08 15:47:11.634911	2150376	0
