# 2021-09-15_18h07m Calibration file for mq10
# 
# mq_dna: 20827451497285563212600737796
# Scope settings: avr_time=0.1, avr_sample=50, gain=1.0, rbw=30.0kHz, freq_span=10.0MHz, ampl_ref=0.001dbm, input_att=10.0dB
# freq_start (Hz): 300000000
# freq_stop (Hz): 4000000000
# freq_num (#): 201
# gain_start: 0.001
# gain_stop: 1.0
# gain_num (#): 61
# load_for_prog: 201, 61, 3
# 
# Frequency (Hz), linear Gain [0-1], measured power (W)
3.0000e+08 1.0000e-03 4.3509e-05
3.0000e+08 1.7650e-02 5.5497e-04
3.0000e+08 3.4300e-02 1.6494e-03
3.0000e+08 5.0950e-02 3.3523e-03
3.0000e+08 6.7600e-02 5.6895e-03
3.0000e+08 8.4250e-02 8.6351e-03
3.0000e+08 1.0090e-01 1.2166e-02
3.0000e+08 1.1755e-01 1.6335e-02
3.0000e+08 1.3420e-01 2.1129e-02
3.0000e+08 1.5085e-01 2.6542e-02
3.0000e+08 1.6750e-01 3.2558e-02
3.0000e+08 1.8415e-01 3.9162e-02
3.0000e+08 2.0080e-01 4.6327e-02
3.0000e+08 2.1745e-01 5.4208e-02
3.0000e+08 2.3410e-01 6.2547e-02
3.0000e+08 2.5075e-01 7.1846e-02
3.0000e+08 2.6740e-01 8.1504e-02
3.0000e+08 2.8405e-01 9.2094e-02
3.0000e+08 3.0070e-01 1.0296e-01
3.0000e+08 3.1735e-01 1.1472e-01
3.0000e+08 3.3400e-01 1.2716e-01
3.0000e+08 3.5065e-01 1.3996e-01
3.0000e+08 3.6730e-01 1.5355e-01
3.0000e+08 3.8395e-01 1.6777e-01
3.0000e+08 4.0060e-01 1.8293e-01
3.0000e+08 4.1725e-01 1.9891e-01
3.0000e+08 4.3390e-01 2.1477e-01
3.0000e+08 4.5055e-01 2.3078e-01
3.0000e+08 4.6720e-01 2.4736e-01
3.0000e+08 4.8385e-01 2.6197e-01
3.0000e+08 5.0050e-01 2.7562e-01
3.0000e+08 5.1715e-01 2.8979e-01
3.0000e+08 5.3380e-01 3.0352e-01
3.0000e+08 5.5045e-01 3.1677e-01
3.0000e+08 5.6710e-01 3.3110e-01
3.0000e+08 5.8375e-01 3.4641e-01
3.0000e+08 6.0040e-01 3.6200e-01
3.0000e+08 6.1705e-01 3.7684e-01
3.0000e+08 6.3370e-01 3.9208e-01
3.0000e+08 6.5035e-01 4.0438e-01
3.0000e+08 6.6700e-01 4.1837e-01
3.0000e+08 6.8365e-01 4.3127e-01
3.0000e+08 7.0030e-01 4.4409e-01
3.0000e+08 7.1695e-01 4.5539e-01
3.0000e+08 7.3360e-01 4.6821e-01
3.0000e+08 7.5025e-01 4.7868e-01
3.0000e+08 7.6690e-01 4.8881e-01
3.0000e+08 7.8355e-01 4.9756e-01
3.0000e+08 8.0020e-01 5.0638e-01
3.0000e+08 8.1685e-01 5.1477e-01
3.0000e+08 8.3350e-01 5.2309e-01
3.0000e+08 8.5015e-01 5.2776e-01
3.0000e+08 8.6680e-01 5.3468e-01
3.0000e+08 8.8345e-01 5.3851e-01
3.0000e+08 9.0010e-01 5.4525e-01
3.0000e+08 9.1675e-01 5.4992e-01
3.0000e+08 9.3340e-01 5.5465e-01
3.0000e+08 9.5005e-01 5.5936e-01
3.0000e+08 9.6670e-01 5.6375e-01
3.0000e+08 9.8335e-01 5.6736e-01
3.0000e+08 1.0000e+00 5.7143e-01
3.1850e+08 1.0000e-03 4.4735e-05
3.1850e+08 1.7650e-02 5.4667e-04
3.1850e+08 3.4300e-02 1.6057e-03
3.1850e+08 5.0950e-02 3.2499e-03
3.1850e+08 6.7600e-02 5.5027e-03
3.1850e+08 8.4250e-02 8.3414e-03
3.1850e+08 1.0090e-01 1.1762e-02
3.1850e+08 1.1755e-01 1.5763e-02
3.1850e+08 1.3420e-01 2.0368e-02
3.1850e+08 1.5085e-01 2.5550e-02
3.1850e+08 1.6750e-01 3.1284e-02
3.1850e+08 1.8415e-01 3.7646e-02
3.1850e+08 2.0080e-01 4.4604e-02
3.1850e+08 2.1745e-01 5.2157e-02
3.1850e+08 2.3410e-01 6.0224e-02
3.1850e+08 2.5075e-01 6.9165e-02
3.1850e+08 2.6740e-01 7.8615e-02
3.1850e+08 2.8405e-01 8.8720e-02
3.1850e+08 3.0070e-01 9.9496e-02
3.1850e+08 3.1735e-01 1.1073e-01
3.1850e+08 3.3400e-01 1.2263e-01
3.1850e+08 3.5065e-01 1.3511e-01
3.1850e+08 3.6730e-01 1.4823e-01
3.1850e+08 3.8395e-01 1.6126e-01
3.1850e+08 4.0060e-01 1.7407e-01
3.1850e+08 4.1725e-01 1.8687e-01
3.1850e+08 4.3390e-01 1.9943e-01
3.1850e+08 4.5055e-01 2.1171e-01
3.1850e+08 4.6720e-01 2.2463e-01
3.1850e+08 4.8385e-01 2.3621e-01
3.1850e+08 5.0050e-01 2.4788e-01
3.1850e+08 5.1715e-01 2.5832e-01
3.1850e+08 5.3380e-01 2.6899e-01
3.1850e+08 5.5045e-01 2.7922e-01
3.1850e+08 5.6710e-01 2.8912e-01
3.1850e+08 5.8375e-01 2.9935e-01
3.1850e+08 6.0040e-01 3.0825e-01
3.1850e+08 6.1705e-01 3.1619e-01
3.1850e+08 6.3370e-01 3.2373e-01
3.1850e+08 6.5035e-01 3.2995e-01
3.1850e+08 6.6700e-01 3.3591e-01
3.1850e+08 6.8365e-01 3.4117e-01
3.1850e+08 7.0030e-01 3.4731e-01
3.1850e+08 7.1695e-01 3.5335e-01
3.1850e+08 7.3360e-01 3.6007e-01
3.1850e+08 7.5025e-01 3.6720e-01
3.1850e+08 7.6690e-01 3.7570e-01
3.1850e+08 7.8355e-01 3.8473e-01
3.1850e+08 8.0020e-01 3.9442e-01
3.1850e+08 8.1685e-01 4.0535e-01
3.1850e+08 8.3350e-01 4.1491e-01
3.1850e+08 8.5015e-01 4.2446e-01
3.1850e+08 8.6680e-01 4.3407e-01
3.1850e+08 8.8345e-01 4.4436e-01
3.1850e+08 9.0010e-01 4.5562e-01
3.1850e+08 9.1675e-01 4.6658e-01
3.1850e+08 9.3340e-01 4.7777e-01
3.1850e+08 9.5005e-01 4.8839e-01
3.1850e+08 9.6670e-01 4.9923e-01
3.1850e+08 9.8335e-01 5.1101e-01
3.1850e+08 1.0000e+00 5.2010e-01
3.3700e+08 1.0000e-03 4.0677e-05
3.3700e+08 1.7650e-02 4.9627e-04
3.3700e+08 3.4300e-02 1.4578e-03
3.3700e+08 5.0950e-02 2.9429e-03
3.3700e+08 6.7600e-02 4.9813e-03
3.3700e+08 8.4250e-02 7.5600e-03
3.3700e+08 1.0090e-01 1.0665e-02
3.3700e+08 1.1755e-01 1.4274e-02
3.3700e+08 1.3420e-01 1.8409e-02
3.3700e+08 1.5085e-01 2.3137e-02
3.3700e+08 1.6750e-01 2.8358e-02
3.3700e+08 1.8415e-01 3.4130e-02
3.3700e+08 2.0080e-01 4.0394e-02
3.3700e+08 2.1745e-01 4.7218e-02
3.3700e+08 2.3410e-01 5.4611e-02
3.3700e+08 2.5075e-01 6.2697e-02
3.3700e+08 2.6740e-01 7.1102e-02
3.3700e+08 2.8405e-01 8.0316e-02
3.3700e+08 3.0070e-01 9.0222e-02
3.3700e+08 3.1735e-01 1.0056e-01
3.3700e+08 3.3400e-01 1.1120e-01
3.3700e+08 3.5065e-01 1.2262e-01
3.3700e+08 3.6730e-01 1.3434e-01
3.3700e+08 3.8395e-01 1.4600e-01
3.3700e+08 4.0060e-01 1.5783e-01
3.3700e+08 4.1725e-01 1.6937e-01
3.3700e+08 4.3390e-01 1.8070e-01
3.3700e+08 4.5055e-01 1.9206e-01
3.3700e+08 4.6720e-01 2.0395e-01
3.3700e+08 4.8385e-01 2.1488e-01
3.3700e+08 5.0050e-01 2.2577e-01
3.3700e+08 5.1715e-01 2.3568e-01
3.3700e+08 5.3380e-01 2.4543e-01
3.3700e+08 5.5045e-01 2.5529e-01
3.3700e+08 5.6710e-01 2.6432e-01
3.3700e+08 5.8375e-01 2.7325e-01
3.3700e+08 6.0040e-01 2.8080e-01
3.3700e+08 6.1705e-01 2.8781e-01
3.3700e+08 6.3370e-01 2.9437e-01
3.3700e+08 6.5035e-01 3.0055e-01
3.3700e+08 6.6700e-01 3.0712e-01
3.3700e+08 6.8365e-01 3.1455e-01
3.3700e+08 7.0030e-01 3.2042e-01
3.3700e+08 7.1695e-01 3.2734e-01
3.3700e+08 7.3360e-01 3.3869e-01
3.3700e+08 7.5025e-01 3.4296e-01
3.3700e+08 7.6690e-01 3.4993e-01
3.3700e+08 7.8355e-01 3.5810e-01
3.3700e+08 8.0020e-01 3.6434e-01
3.3700e+08 8.1685e-01 3.7182e-01
3.3700e+08 8.3350e-01 3.7766e-01
3.3700e+08 8.5015e-01 3.8319e-01
3.3700e+08 8.6680e-01 3.8853e-01
3.3700e+08 8.8345e-01 3.9321e-01
3.3700e+08 9.0010e-01 3.9776e-01
3.3700e+08 9.1675e-01 4.0231e-01
3.3700e+08 9.3340e-01 4.0805e-01
3.3700e+08 9.5005e-01 4.1282e-01
3.3700e+08 9.6670e-01 4.1764e-01
3.3700e+08 9.8335e-01 4.2336e-01
3.3700e+08 1.0000e+00 4.2935e-01
3.5550e+08 1.0000e-03 4.0145e-05
3.5550e+08 1.7650e-02 4.8859e-04
3.5550e+08 3.4300e-02 1.4325e-03
3.5550e+08 5.0950e-02 2.8936e-03
3.5550e+08 6.7600e-02 4.8922e-03
3.5550e+08 8.4250e-02 7.4340e-03
3.5550e+08 1.0090e-01 1.0473e-02
3.5550e+08 1.1755e-01 1.4034e-02
3.5550e+08 1.3420e-01 1.8114e-02
3.5550e+08 1.5085e-01 2.2761e-02
3.5550e+08 1.6750e-01 2.7914e-02
3.5550e+08 1.8415e-01 3.3605e-02
3.5550e+08 2.0080e-01 3.9737e-02
3.5550e+08 2.1745e-01 4.6445e-02
3.5550e+08 2.3410e-01 5.3610e-02
3.5550e+08 2.5075e-01 6.1583e-02
3.5550e+08 2.6740e-01 6.9828e-02
3.5550e+08 2.8405e-01 7.8773e-02
3.5550e+08 3.0070e-01 8.8347e-02
3.5550e+08 3.1735e-01 9.8150e-02
3.5550e+08 3.3400e-01 1.0886e-01
3.5550e+08 3.5065e-01 1.2010e-01
3.5550e+08 3.6730e-01 1.3157e-01
3.5550e+08 3.8395e-01 1.4350e-01
3.5550e+08 4.0060e-01 1.5636e-01
3.5550e+08 4.1725e-01 1.6947e-01
3.5550e+08 4.3390e-01 1.8362e-01
3.5550e+08 4.5055e-01 1.9784e-01
3.5550e+08 4.6720e-01 2.1209e-01
3.5550e+08 4.8385e-01 2.2413e-01
3.5550e+08 5.0050e-01 2.3639e-01
3.5550e+08 5.1715e-01 2.4769e-01
3.5550e+08 5.3380e-01 2.5864e-01
3.5550e+08 5.5045e-01 2.6835e-01
3.5550e+08 5.6710e-01 2.7937e-01
3.5550e+08 5.8375e-01 2.9068e-01
3.5550e+08 6.0040e-01 3.0051e-01
3.5550e+08 6.1705e-01 3.1023e-01
3.5550e+08 6.3370e-01 3.2023e-01
3.5550e+08 6.5035e-01 3.2996e-01
3.5550e+08 6.6700e-01 3.4008e-01
3.5550e+08 6.8365e-01 3.4872e-01
3.5550e+08 7.0030e-01 3.5705e-01
3.5550e+08 7.1695e-01 3.6394e-01
3.5550e+08 7.3360e-01 3.7164e-01
3.5550e+08 7.5025e-01 3.8004e-01
3.5550e+08 7.6690e-01 3.8518e-01
3.5550e+08 7.8355e-01 3.9195e-01
3.5550e+08 8.0020e-01 3.9713e-01
3.5550e+08 8.1685e-01 4.0438e-01
3.5550e+08 8.3350e-01 4.1102e-01
3.5550e+08 8.5015e-01 4.1760e-01
3.5550e+08 8.6680e-01 4.2557e-01
3.5550e+08 8.8345e-01 4.2888e-01
3.5550e+08 9.0010e-01 4.3215e-01
3.5550e+08 9.1675e-01 4.3567e-01
3.5550e+08 9.3340e-01 4.3918e-01
3.5550e+08 9.5005e-01 4.4197e-01
3.5550e+08 9.6670e-01 4.4544e-01
3.5550e+08 9.8335e-01 4.4742e-01
3.5550e+08 1.0000e+00 4.5005e-01
3.7400e+08 1.0000e-03 4.3792e-05
3.7400e+08 1.7650e-02 5.4006e-04
3.7400e+08 3.4300e-02 1.5847e-03
3.7400e+08 5.0950e-02 3.2063e-03
3.7400e+08 6.7600e-02 5.4385e-03
3.7400e+08 8.4250e-02 8.2313e-03
3.7400e+08 1.0090e-01 1.1595e-02
3.7400e+08 1.1755e-01 1.5560e-02
3.7400e+08 1.3420e-01 2.0105e-02
3.7400e+08 1.5085e-01 2.5245e-02
3.7400e+08 1.6750e-01 3.0902e-02
3.7400e+08 1.8415e-01 3.7243e-02
3.7400e+08 2.0080e-01 4.4085e-02
3.7400e+08 2.1745e-01 5.1434e-02
3.7400e+08 2.3410e-01 5.9428e-02
3.7400e+08 2.5075e-01 6.8146e-02
3.7400e+08 2.6740e-01 7.7451e-02
3.7400e+08 2.8405e-01 8.7444e-02
3.7400e+08 3.0070e-01 9.8045e-02
3.7400e+08 3.1735e-01 1.0940e-01
3.7400e+08 3.3400e-01 1.2094e-01
3.7400e+08 3.5065e-01 1.3298e-01
3.7400e+08 3.6730e-01 1.4588e-01
3.7400e+08 3.8395e-01 1.5987e-01
3.7400e+08 4.0060e-01 1.7445e-01
3.7400e+08 4.1725e-01 1.8810e-01
3.7400e+08 4.3390e-01 2.0150e-01
3.7400e+08 4.5055e-01 2.1480e-01
3.7400e+08 4.6720e-01 2.2833e-01
3.7400e+08 4.8385e-01 2.4097e-01
3.7400e+08 5.0050e-01 2.5331e-01
3.7400e+08 5.1715e-01 2.6512e-01
3.7400e+08 5.3380e-01 2.7409e-01
3.7400e+08 5.5045e-01 2.8283e-01
3.7400e+08 5.6710e-01 2.9057e-01
3.7400e+08 5.8375e-01 2.9778e-01
3.7400e+08 6.0040e-01 3.0392e-01
3.7400e+08 6.1705e-01 3.1093e-01
3.7400e+08 6.3370e-01 3.1818e-01
3.7400e+08 6.5035e-01 3.2651e-01
3.7400e+08 6.6700e-01 3.3405e-01
3.7400e+08 6.8365e-01 3.4306e-01
3.7400e+08 7.0030e-01 3.5097e-01
3.7400e+08 7.1695e-01 3.5953e-01
3.7400e+08 7.3360e-01 3.6773e-01
3.7400e+08 7.5025e-01 3.7660e-01
3.7400e+08 7.6690e-01 3.8411e-01
3.7400e+08 7.8355e-01 3.9146e-01
3.7400e+08 8.0020e-01 3.9786e-01
3.7400e+08 8.1685e-01 4.0827e-01
3.7400e+08 8.3350e-01 4.1416e-01
3.7400e+08 8.5015e-01 4.2008e-01
3.7400e+08 8.6680e-01 4.2684e-01
3.7400e+08 8.8345e-01 4.3250e-01
3.7400e+08 9.0010e-01 4.3922e-01
3.7400e+08 9.1675e-01 4.4482e-01
3.7400e+08 9.3340e-01 4.5077e-01
3.7400e+08 9.5005e-01 4.5467e-01
3.7400e+08 9.6670e-01 4.5645e-01
3.7400e+08 9.8335e-01 4.6066e-01
3.7400e+08 1.0000e+00 4.6380e-01
3.9250e+08 1.0000e-03 5.4573e-05
3.9250e+08 1.7650e-02 6.6204e-04
3.9250e+08 3.4300e-02 1.9504e-03
3.9250e+08 5.0950e-02 3.9385e-03
3.9250e+08 6.7600e-02 6.6869e-03
3.9250e+08 8.4250e-02 1.0130e-02
3.9250e+08 1.0090e-01 1.4269e-02
3.9250e+08 1.1755e-01 1.9130e-02
3.9250e+08 1.3420e-01 2.4716e-02
3.9250e+08 1.5085e-01 3.1016e-02
3.9250e+08 1.6750e-01 3.8027e-02
3.9250e+08 1.8415e-01 4.5669e-02
3.9250e+08 2.0080e-01 5.4055e-02
3.9250e+08 2.1745e-01 6.3146e-02
3.9250e+08 2.3410e-01 7.2837e-02
3.9250e+08 2.5075e-01 8.3723e-02
3.9250e+08 2.6740e-01 9.5119e-02
3.9250e+08 2.8405e-01 1.0732e-01
3.9250e+08 3.0070e-01 1.2045e-01
3.9250e+08 3.1735e-01 1.3421e-01
3.9250e+08 3.3400e-01 1.4821e-01
3.9250e+08 3.5065e-01 1.6337e-01
3.9250e+08 3.6730e-01 1.7998e-01
3.9250e+08 3.8395e-01 1.9632e-01
3.9250e+08 4.0060e-01 2.1235e-01
3.9250e+08 4.1725e-01 2.2911e-01
3.9250e+08 4.3390e-01 2.4525e-01
3.9250e+08 4.5055e-01 2.6143e-01
3.9250e+08 4.6720e-01 2.7808e-01
3.9250e+08 4.8385e-01 2.9352e-01
3.9250e+08 5.0050e-01 3.0950e-01
3.9250e+08 5.1715e-01 3.2341e-01
3.9250e+08 5.3380e-01 3.3553e-01
3.9250e+08 5.5045e-01 3.4710e-01
3.9250e+08 5.6710e-01 3.5713e-01
3.9250e+08 5.8375e-01 3.6888e-01
